Motif,Target,Constr,Result,Time (Sec.),N_Rival,Rivals
((.(*))(....)),((.(...))(....)),(??(...)???????),undesignable,0.4579,1,['(..(*).......)']
(((.((*)...)))),(((.((...)...)))),(????(...)??????),undesignable,0.5503,1,['(((..(*)....)))']
(.((.((*)..)))),(.((.((...)..)))),(?????(...)?????),undesignable,0.2297,1,['(.((..(*)...)))']
(..((*)...(*).)),(..((...)...(...).)),(???(...)???(...)??),undesignable,0.0016,1,['(...(*)...(*)..)']
((....)(*)),((....)(...)),(??????(...)),undesignable,0.0185,1,['(......(*))']
((.((...)))..),((.((...)))..),(????????????),undesignable,0.1918,1,['(..((...))...)']
(....(....).),(....(....).),(???????????),undesignable,0.1833,1,['(...........)']
(((*)(*))(*)),(((...)(...))(...)),(?(...)(...)?(...)),undesignable,0.0033,1,['(.(*)(*).(*))']
(.(...(...).)),(.(...(...).)),(????????????),undesignable,1.1328,1,['(............)']
(((*).((*)..))),(((...).((...)..))),(?(...)??(...)????),undesignable,0.3692,1,['(((*)..(*)...))']
(.((*)(*))..(*)),(.((...)(...))..(...)),(??(...)(...)???(...)),undesignable,0.0018,1,['(..(*)(*)...(*))']
(((*)..).(*).(*)),(((...)..).(...).(...)),(?(...)????(...)?(...)),undesignable,0.0017,1,['(.(*)....(*).(*))']
((.(*)((*)))...),((.(...)((...)))...),(??(...)?(...)?????),undesignable,0.2628,1,['(..(*)((*))....)']
((*)..(...).(*)),((...)..(...).(...)),((...)????????(...)),undesignable,0.0029,1,['((*)........(*))']
((...((*)...))),((...((...)...))),(?????(...)?????),undesignable,0.0023,1,['(.....(*).....)']
(.(.((*).))...),(.(.((...).))...),(????(...)??????),undesignable,0.4593,1,['(...((*).)....)']
((.(...)..(*))),((.(...)..(...))),(?????????(...)?),undesignable,5.4097,1,['((........(*)))']
((.(*)(*)).(*)(*)),((.(...)(...)).(...)(...)),(??(...)(...)??(...)(...)),undesignable,0.0028,1,['(..(*)(*)..(*)(*))']
((.(*).(*))(*)(*)),((.(...).(...))(...)(...)),(??(...)?(...)?(...)(...)),undesignable,0.0027,1,['(..(*).(*).(*)(*))']
((..(..(*)).).),((..(..(...)).).),(??????(...)????),undesignable,0.4571,1,['(......(*)....)']
(....(...).),(....(...).),(??????????),undesignable,0.0468,1,['(..........)']
(..((*).)(...)),(..((...).)(...)),(???(...)???????),undesignable,1.8554,1,['(...(*).......)']
((...)(*)(*)(*).),((...)(...)(...)(...).),(?????(...)(...)(...)?),undesignable,0.006,1,['(.....(*)(*)(*).)']
(..(((*))..)(*)),(..(((...))..)(...)),(????(...)????(...)),undesignable,0.0154,1,['(...((*))...(*))']
((.(((*).)..))),((.(((...).)..))),(????(...)??????),undesignable,0.1492,1,['((..((*).)...))']
(((.((*).))..)),(((.((...).))..)),(????(...)??????),undesignable,0.1835,1,['((..((*).)...))']
(((*))(..(*))),(((...))(..(...))),(?(...)????(...)?),undesignable,0.0954,1,['(((*))...(*).)']
((((*)..).)(*)),((((...)..).)(...)),(??(...)?????(...)),undesignable,0.012,1,['(..(*).....(*))']
(.(.(*)(..(*)))),(.(.(...)(..(...)))),(???(...)???(...)??),undesignable,0.1794,1,['(...(*)...(*)..)']
(.(.((*)...)).),(.(.((...)...)).),(????(...)??????),undesignable,0.0523,1,['(.(..(*)....).)']
((..(...)(*))),((..(...)(...))),(????????(...)?),undesignable,1.549,1,['((.......(*)))']
((*)(...(*)).),((...)(...(...)).),((...)????(...)??),undesignable,0.0017,1,['((*)....(*)..)']
((((.(*))(*)).)),((((.(...))(...)).)),(????(...)?(...)???),undesignable,2.3616,16,"['(....(*).(*)...)', '((((.(*))(*).)))', '(((.((*))(*)).))', '(((..(*).(*)).))', '((.(.(*))(*)..))', '(..(.(*))(*)...)', '((((((*))(*)))))', '((((.(*).(*)))))', '(((.((*))(*).)))', '(((..(*)((*)))))', '(((..(*).(*).)))', '((.(((*))(*)).))', '((.(((*).(*)))))', '((.(.(*).(*)).))', '((..((*))(*)..))', '((...(*)((*)).))']"
(..(((*).)(*))),(..(((...).)(...))),(????(...)??(...)?),undesignable,0.0474,1,['(....(*)..(*).)']
(..((*).(.(*)))),(..((...).(.(...)))),(???(...)???(...)??),undesignable,0.1778,1,['(...(*)...(*)..)']
(..(.((*)..))),(..(.((...)..))),(?????(...)????),undesignable,0.0076,1,['(.....(*)....)']
(..(*)(...(*).)),(..(...)(...(...).)),(??(...)????(...)??),undesignable,0.0306,1,['(..(*)....(*)..)']
((*)(((*)..(*)))),((...)(((...)..(...)))),((...)??(...)??(...)??),undesignable,0.0181,1,['((*)..(*)..(*)..)']
((.(((*))...))),((.(((...))...))),(????(...)??????),undesignable,0.1832,1,['((..((*))....))']
(((...(*)))...),(((...(...)))...),(?????(...)?????),undesignable,0.0078,1,['(.....(*).....)']
((.(*))(..(*)).),((.(...))(..(...)).),(??(...)????(...)??),undesignable,0.181,1,['(..(*)....(*)..)']
((*)(....)(*).),((...)(....)(...).),((...)??????(...)?),undesignable,0.0208,1,['((*)......(*).)']
(..(..(*))...),(..(..(...))...),(?????(...)????),undesignable,0.0743,1,['(.....(*)....)']
(.(.(...))(*).),(.(.(...))(...).),(?????????(...)?),undesignable,0.4569,1,['(.........(*).)']
((....)(*)(*).),((....)(...)(...).),(??????(...)(...)?),undesignable,0.0207,1,['(......(*)(*).)']
(((*))(....)..),(((...))(....)..),(?(...)?????????),undesignable,2.9671,1,['(((*))........)']
((.(*).(*)).(*).),((.(...).(...)).(...).),(??(...)?(...)??(...)?),undesignable,0.0019,1,['(..(*).(*)..(*).)']
(.((*)..)(.(*))),(.((...)..)(.(...))),(??(...)?????(...)?),undesignable,0.1906,1,['(..(*).....(*).)']
(.....(.....)),(.....(.....)),(????????????),undesignable,0.0011,1,['(............)']
(.((*)...)(*)..),(.((...)...)(...)..),(??(...)????(...)??),undesignable,0.0016,1,['(..(*)....(*)..)']
(.((.(*))(*))(*)),(.((.(...))(...))(...)),(????(...)?(...)?(...)),undesignable,0.0504,1,['(....(*).(*).(*))']
((....(*)(*))..),((....(...)(...))..),(?????(...)(...)???),undesignable,0.0017,1,['(.....(*)(*)...)']
(..(..(*)....)),(..(..(...)....)),(?????(...)?????),undesignable,0.0776,1,['(.....(*).....)']
(.(((*)(*))...)),(.(((...)(...))...)),(???(...)(...)?????),undesignable,0.0126,1,['(...(*)(*).....)']
(..(((*))..).),(..(((...))..).),(????(...)?????),undesignable,1.2351,1,['(...((*))....)']
((...(*)).(*)(*)),((...(...)).(...)(...)),(????(...)??(...)(...)),undesignable,0.0019,1,['(....(*)..(*)(*))']
((*)((*)((*)))..),((...)((...)((...)))..),((...)?(...)?(...)????),undesignable,0.013,1,['((*).(*).(*)....)']
((..(....)).),((..(....)).),(???????????),undesignable,0.0741,1,['(...(....)..)']
((..(...))),((..(...))),(?????????),undesignable,0.0194,1,['((.......))']
(((*))((*)((*)))),(((...))((...)((...)))),(?(...)??(...)?(...)??),undesignable,0.764,1,['(((*)).(*)((*)).)']
((*).((*).(*).).),((...).((...).(...).).),((...)??(...)?(...)???),undesignable,0.0013,1,['((*)..(*).(*)...)']
((((*)).(...))),((((...)).(...))),(??(...)????????),undesignable,1.4414,1,['((((*))......))']
((..(*).(*).)(*)),((..(...).(...).)(...)),(???(...)?(...)??(...)),undesignable,0.0018,1,['(...(*).(*)..(*))']
(((...)(*))..),(((...)(...))..),(??????(...)???),undesignable,0.1137,1,['(......(*)...)']
((*).((*)...).),((...).((...)...).),((...)??(...)?????),undesignable,0.0012,1,['((*)..(*).....)']
((((..(*)).))),((((..(...)).))),(?????(...)????),undesignable,0.5195,1,['(((...(*)..)))']
((*)(((*)(*)))),((...)(((...)(...)))),((...)??(...)(...)??),undesignable,0.018,1,['((*)..(*)(*)..)']
((*)((*).(*).).),((...)((...).(...).).),((...)?(...)?(...)???),undesignable,0.0017,1,['((*).(*).(*)...)']
((((*))..)(*)),((((...))..)(...)),(??(...)????(...)),undesignable,0.0206,1,['(.((*))...(*))']
(...((*)...(*))),(...((...)...(...))),(????(...)???(...)?),undesignable,0.0022,1,['(....(*)...(*).)']
((.(((*)).)).),((.(((...)).)).),(????(...)?????),undesignable,0.3023,9,"['(....(*).....)', '((((((*)).))))', '(((.((*)).)).)', '((.(((*))).).)', '((.(((*)).).))', '((..((*))..).)', '(.((((*)).)).)', '(..(((*)).)..)', '(...((*))....)']"
((((...).))..),((((...).))..),(????????????),undesignable,0.1949,1,['(((......))..)']
(((...)..)..),(((...)..)..),(???????????),undesignable,0.0174,1,['(...........)']
(...((...)..)),(...((...)..)),(????????????),undesignable,0.0179,1,['(............)']
((.....)...(*)),((.....)...(...)),(??????????(...)),undesignable,0.0198,1,['(..........(*))']
(..(.((*)).(*))),(..(.((...)).(...))),(?????(...)??(...)?),undesignable,0.7988,1,['(....((*)).(*).)']
(((*)(*)..)(*)),(((...)(...)..)(...)),(?(...)(...)???(...)),undesignable,0.0025,1,['(.(*)(*)...(*))']
((.(*))(...).),((.(...))(...).),(??(...)???????),undesignable,0.4671,1,['(..(*).......)']
(.(..((*)(*).))),(.(..((...)(...).))),(?????(...)(...)???),undesignable,0.0084,1,['(.....(*)(*)...)']
((..((*)...)).),((..((...)...)).),(????(...)??????),undesignable,0.0078,1,['(....(*)......)']
((((*))(*))..),((((...))(...))..),(??(...)?(...)???),undesignable,0.0975,1,['(.((*))(*)...)']
(.(...(..(*)))),(.(...(..(...)))),(????????(...)??),undesignable,0.0073,1,['(........(*)..)']
((((*))...).(*)),((((...))...).(...)),(??(...)??????(...)),undesignable,0.0114,1,['(.((*)).....(*))']
(((*)((*).(*).))),(((...)((...).(...).))),(?(...)?(...)?(...)???),undesignable,0.0131,1,['(.(*).(*).(*)...)']
(.(.(...)(*))),(.(.(...)(...))),(????????(...)?),undesignable,0.4553,1,['(........(*).)']
(.((....)(*)).),(.((....)(...)).),(????????(...)??),undesignable,1.9829,1,['(.(......(*)).)']
(((*)((*))..)..),(((...)((...))..)..),(?(...)?(...)??????),undesignable,0.7862,1,['(.(*)((*)).....)']
((..(((*))..))),((..(((...))..))),(?????(...)?????),undesignable,0.0838,1,['((...((*))...))']
((...(*)).),((...(...)).),(????(...)??),undesignable,0.0015,1,['(....(*)..)']
(..(......(*))),(..(......(...))),(?????????(...)?),undesignable,0.0015,1,['(.........(*).)']
((*)(*)((*)..(*))),((...)(...)((...)..(...))),((...)(...)?(...)??(...)?),undesignable,0.0038,1,['((*)(*).(*)..(*).)']
((..(.....)).),((..(.....)).),(????????????),undesignable,0.0047,1,['(............)']
(....((...).)),(....((...).)),(????????????),undesignable,0.0186,1,['(............)']
((*)(.((*)..)).),((...)(.((...)..)).),((...)???(...)?????),undesignable,0.0081,1,['((*)...(*).....)']
(.(.(*)......)),(.(.(...)......)),(???(...)???????),undesignable,0.0177,1,['(...(*).......)']
(..(.(*)(*))),(..(.(...)(...))),(????(...)(...)?),undesignable,0.0017,1,['(....(*)(*).)']
(..((*)..((*)))),(..((...)..((...)))),(???(...)???(...)??),undesignable,0.4,1,['(...(*)..((*)).)']
(..(.....(*).)),(..(.....(...).)),(????????(...)??),undesignable,0.0186,1,['(........(*)..)']
(.((.(*)).).(*)),(.((.(...)).).(...)),(????(...)????(...)),undesignable,1.9784,5,"['(....(*)....(*))', '(.(..(*)..).(*))', '(..(((*).)).(*))', '(((..(*)..))(*))', '(.((.(*)))..(*))']"
(((..(*))..)..),(((..(...))..)..),(????(...)??????),undesignable,0.0073,1,['(....(*)......)']
((*)((*)..)(*)..),((...)((...)..)(...)..),((...)?(...)???(...)??),undesignable,0.0023,1,['((*).(*)...(*)..)']
(((*)(...))(*).),(((...)(...))(...).),(?(...)??????(...)?),undesignable,0.1824,1,['(.(*)......(*).)']
(.(..(...(*)))),(.(..(...(...)))),(????????(...)??),undesignable,0.0073,1,['(........(*)..)']
(((.((*).)).).),(((.((...).)).).),(????(...)??????),undesignable,11.413,21,"['(....(*)......)', '(((.((*)).).).)', '(((..(*)..).).)', '((..((*).)..).)', '((..((*).)...))', '(((.((*))))...)', '(((.((*).)..)))', '((..((*))...).)', '(.(.((*).)..).)', '((((.(*))))...)', '((...(*).....))', '((((.(*)))...))', '(((..(*)..)..))', '((..((*))....))', '((..((*)..)..))', '(...((*)).....)', '(((.((*))...)))', '(((..(*)....)))', '(.(.((*))...).)', '((((.(*).)).).)', '(((.((*).).)).)']"
(.(..((*).))..),(.(..((...).))..),(?????(...)?????),undesignable,0.1158,1,['(.....(*).....)']
((*)((*)(*)(*)).),((...)((...)(...)(...)).),((...)?(...)(...)(...)??),undesignable,0.0026,1,['((*).(*)(*)(*)..)']
(..(...(*))(*)),(..(...(...))(...)),(??????(...)?(...)),undesignable,0.0018,1,['(......(*).(*))']
(...((...).)),(...((...).)),(???????????),undesignable,0.0181,1,['(...........)']
((.((*)((*).)))),((.((...)((...).)))),(???(...)?(...)????),undesignable,1.3277,9,"['(...(*).(*)....)', '(.(((*)((*).))))', '(((.(*)((*).))))', '((.((*).(*)..)))', '((..(*)((*).).))', '(((((*)((*))))))', '(((((*))(*)..)))', '(((((*).(*))).))', '(((((*).(*).))))']"
(((*)..(*))(*)..),(((...)..(...))(...)..),(?(...)??(...)?(...)??),undesignable,0.0038,1,['(.(*)..(*).(*)..)']
(((((*))(*)).).),(((((...))(...)).).),(???(...)?(...)????),undesignable,1.1994,12,"['(...(*).(*)....)', '(((((*))(*)))..)', '(((((*))(*).)).)', '((.((*))(*)..).)', '(((((*).(*)))).)', '(((.(*)((*)))).)', '((.((*))(*)...))', '((..(*)((*)).).)', '(.(((*))(*)...))', '(..((*))(*)....)', '(((((*))(*)..)))', '(.(((*))(*)..).)']"
(.(..(*))(*)(*)),(.(..(...))(...)(...)),(????(...)?(...)(...)),undesignable,0.0034,1,['(....(*).(*)(*))']
((.(*)...)....),((.(...)...)....),(??(...)????????),undesignable,0.0188,1,['(..(*)........)']
(((...).)..),(((...).)..),(??????????),undesignable,0.0176,1,['(..........)']
(..((...)(*).)),(..((...)(...).)),(????????(...)??),undesignable,0.446,1,['(........(*)..)']
((....(*)(*))(*)),((....(...)(...))(...)),(?????(...)(...)?(...)),undesignable,0.0024,1,['(.....(*)(*).(*))']
(((*)(*)(*))...),(((...)(...)(...))...),(?(...)(...)(...)????),undesignable,0.0025,1,['(.(*)(*)(*)....)']
((((*)..)(*))..),((((...)..)(...))..),(??(...)???(...)???),undesignable,0.0464,1,['(..(*)...(*)...)']
((((*))..)...),((((...))..)...),(??(...)???????),undesignable,0.0935,1,['(.((*))......)']
(.((*)..)..(*)),(.((...)..)..(...)),(??(...)?????(...)),undesignable,0.0012,1,['(..(*).....(*))']
(((.(*))(*)).),(((.(...))(...)).),(???(...)?(...)??),undesignable,1.6994,11,"['(...(*).(*)..)', '((.((*))(*)).)', '(.(.(*))(*)..)', '(((.(*).(*))))', '((.((*))(*).))', '((..(*)((*))))', '(.(((*).(*))))', '(.(.(*)((*))))', '(.(.(*).(*)).)', '(..((*))(*)..)', '(...(*)((*)).)']"
(((...).)...),(((...).)...),(???????????),undesignable,0.0187,1,['(...........)']
(.(((*))..)),(.(((...))..)),(???(...)????),undesignable,0.062,1,['(..((*))...)']
(.(......(*).)),(.(......(...).)),(????????(...)??),undesignable,0.0182,1,['(........(*)..)']
((..(((*)).)).),((..(((...)).)).),(?????(...)?????),undesignable,0.0522,1,['(...(((*)).)..)']
(.(...)...(*).),(.(...)...(...).),(?????????(...)?),undesignable,1.1918,1,['(.........(*).)']
(..((....)(*))),(..((....)(...))),(?????????(...)?),undesignable,0.4612,1,['(.........(*).)']
(.(..(*)).((*))),(.(..(...)).((...))),(????(...)???(...)?),undesignable,0.8096,1,['(....(*)..((*)))']
(((*)(*)(...)).),(((...)(...)(...)).),(?(...)(...)???????),undesignable,0.7791,1,['(.(*)(*).......)']
(.((.(...)))),(.((.(...)))),(???????????),undesignable,0.671,1,['(.((......)))']
((....(*)..)..),((....(...)..)..),(?????(...)?????),undesignable,0.0762,1,['(.....(*).....)']
((*)...(...)),((...)...(...)),((...)????????),undesignable,0.0783,1,['((*)........)']
(..(*)(*).(...)),(..(...)(...).(...)),(??(...)(...)??????),undesignable,0.0041,1,['(..(*)(*)......)']
(.((.(...)).)),(.((.(...)).)),(????????????),undesignable,0.1061,1,['(............)']
((..((*)))...),((..((...)))...),(????(...)?????),undesignable,0.0089,1,['(...((*))....)']
(....(....)),(....(....)),(??????????),undesignable,0.012,1,['(..........)']
(.(....(*))...),(.(....(...))...),(??????(...)????),undesignable,0.0194,1,['(......(*)....)']
((.(...)(*).)),((.(...)(...).)),(???????(...)??),undesignable,2.4847,1,['((......(*).))']
(..(.(.(*)..))),(..(.(.(...)..))),(??????(...)????),undesignable,0.1163,1,['(......(*)....)']
(((.(*).)..)..),(((.(...).)..)..),(???(...)???????),undesignable,0.042,1,['(.(.(*).).....)']
(..((...)..)),(..((...)..)),(???????????),undesignable,0.0177,1,['(...........)']
((*)((*)((*).)).),((...)((...)((...).)).),((...)?(...)?(...)????),undesignable,0.0489,1,['((*).(*).(*)....)']
((...((*)).).),((...((...)).).),(?????(...)????),undesignable,1.9825,1,['(....((*))...)']
((...).(....)),((...).(....)),(????????????),undesignable,4.6413,1,['(............)']
(((*).(*).)(*)),(((...).(...).)(...)),(?(...)?(...)??(...)),undesignable,0.0022,1,['(.(*).(*)..(*))']
((.(..((*).)))),((.(..((...).)))),(??????(...)????),undesignable,0.1637,1,['((.(...(*)..)))']
((((*).(*))..).),((((...).(...))..).),(??(...)?(...)?????),undesignable,0.012,1,['(..(*).(*).....)']
((.....).(*)),((.....).(...)),(????????(...)),undesignable,0.0048,1,['(........(*))']
(..(..(....))),(..(..(....))),(????????????),undesignable,0.0715,1,['(............)']
(((...(*).)..)),(((...(...).)..)),(?????(...)?????),undesignable,0.1767,1,['((....(*)....))']
(((.(*)...)..)),(((.(...)...)..)),(???(...)???????),undesignable,2.6455,1,['((..(*)......))']
(.(...).(*).(*)),(.(...).(...).(...)),(???????(...)?(...)),undesignable,0.0044,1,['(.......(*).(*))']
((*)(*)...(...)),((...)(...)...(...)),((...)(...)????????),undesignable,0.0042,1,['((*)(*)........)']
(..(((*).).)),(..(((...).).)),(????(...)????),undesignable,0.0077,1,['(....(*)....)']
((*)(((*).)...)),((...)(((...).)...)),((...)??(...)??????),undesignable,0.0116,1,['((*)..(*)......)']
((.(...(*))(*))),((.(...(...))(...))),(??????(...)?(...)?),undesignable,0.2732,1,['((.....(*).(*)))']
((...)((*))(*)),((...)((...))(...)),(??????(...)?(...)),undesignable,0.7123,1,['(.....((*))(*))']
((*)(.(*)...).),((...)(.(...)...).),((...)??(...)?????),undesignable,0.0201,1,['((*)..(*).....)']
(.(...((*).).)),(.(...((...).).)),(??????(...)????),undesignable,1.2045,1,['(.(....(*)...))']
(.((*)((*)(*)).)),(.((...)((...)(...)).)),(??(...)?(...)(...)???),undesignable,0.2926,1,['(..(*).(*)(*)...)']
(.((*))..(...)),(.((...))..(...)),(??(...)????????),undesignable,7.625,1,['(.((*)).......)']
((.((*)....)).),((.((...)....)).),(???(...)???????),undesignable,0.0298,3,"['(...(*).......)', '((.((*)....).))', '((..(*).....).)']"
((.(*))(....).),((.(...))(....).),(??(...)????????),undesignable,1.9283,1,['(..(*)........)']
(.(..((*).))),(.(..((...).))),(?????(...)???),undesignable,0.0073,1,['(.....(*)...)']
((.(...)(*)..)),((.(...)(...)..)),(???????(...)???),undesignable,30.4114,1,['((......(*)..))']
(....(((*))..)),(....(((...))..)),(??????(...)????),undesignable,0.0133,1,['(.....((*))...)']
(..(...(...))),(..(...(...))),(????????????),undesignable,0.0184,1,['(............)']
(.(*).(*)((*)..)),(.(...).(...)((...)..)),(?(...)?(...)?(...)???),undesignable,0.0025,1,['(.(*).(*).(*)...)']
(..(.(*)(...))),(..(.(...)(...))),(????(...)??????),undesignable,0.4704,1,['(....(*)......)']
(.(..((*)))(*)),(.(..((...)))(...)),(?????(...)??(...)),undesignable,0.0141,1,['(....((*)).(*))']
(.(.(*)...).(*)),(.(.(...)...).(...)),(???(...)?????(...)),undesignable,0.0145,1,['(...(*).....(*))']
((..((*))).(*).),((..((...))).(...).),(????(...)???(...)?),undesignable,0.0148,1,['(...((*))..(*).)']
(..(..(*))),(..(..(...))),(?????(...)?),undesignable,0.0015,1,['(.....(*).)']
((...)(*).....),((...)(...).....),(?????(...)?????),undesignable,0.0733,1,['(.....(*).....)']
(.(...)(....)),(.(...)(....)),(????????????),undesignable,4.5814,1,['(............)']
(((*).(*)..)...),(((...).(...)..)...),(?(...)?(...)??????),undesignable,0.0016,1,['(.(*).(*)......)']
((*).((*)....)),((...).((...)....)),((...)??(...)?????),undesignable,0.0016,1,['((*)..(*).....)']
((((*)(....)))),((((...)(....)))),(??(...)????????),undesignable,1.4839,1,['((((*)......)))']
((.((*)..)).),((.((...)..)).),(???(...)?????),undesignable,0.0074,1,['(...(*).....)']
((((....)..))),((((....)..))),(????????????),undesignable,1.1398,1,['(((........)))']
(((.(*)(...)))),(((.(...)(...)))),(???(...)???????),undesignable,2.3499,1,['(((.(*).....)))']
(((...(*)).)),(((...(...)).)),(?????(...)???),undesignable,0.0622,1,['((....(*)..))']
(((..(.(*))).)),(((..(.(...))).)),(??????(...)????),undesignable,0.1522,1,['((...(.(*))..))']
(((.(*)..)(*)).),(((.(...)..)(...)).),(???(...)???(...)??),undesignable,31.6533,11,"['(...(*)...(*)..)', '(((((*).))(*)).)', '((..(*)..((*))))', '((..(*)..)(*)..)', '(.(.(*)).((*)).)', '(.(.(*).)((*)).)', '(.(.(*)..((*))))', '(..((*))(((*))))', '(...(*)(.((*))))', '(...(*).(((*))))', '(...(*)..((*)).)']"
(((*))((...).)),(((...))((...).)),(?(...)?????????),undesignable,0.327,1,['(((*))........)']
((*)..(...).),((...)..(...).),((...)????????),undesignable,0.2991,1,['((*)........)']
((((*)(*)).)..),((((...)(...)).)..),(??(...)(...)?????),undesignable,0.0118,1,['(..(*)(*).....)']
(.((*)(*))...),(.((...)(...))...),(??(...)(...)????),undesignable,0.0301,1,['(..(*)(*)....)']
((....).(...)),((....).(...)),(????????????),undesignable,4.5987,1,['(............)']
(..(...)..(*)),(..(...)..(...)),(?????????(...)),undesignable,1.2137,1,['(.........(*))']
((....)(*).(*).),((....)(...).(...).),(??????(...)?(...)?),undesignable,0.0207,1,['(......(*).(*).)']
(....(...(*)).),(....(...(...)).),(????????(...)??),undesignable,0.0203,1,['(........(*)..)']
((....(...).)),((....(...).)),(????????????),undesignable,0.2815,1,['(............)']
(.((*)....)(*).),(.((...)....)(...).),(??(...)?????(...)?),undesignable,0.0025,1,['(..(*).....(*).)']
